1420,Conservative,Ron MacMillan,Charlottetown
1421,Conservative,Rodolphe Husny,Outremont
1422,People's Party,Greg Wycliffe,Parkdale--High Park
1423,Green Party,John Johnson,York South--Weston
1424,Green Party,Mike Gildersleeve,Pitt Meadows--Maple Ridge--Mission
1425,Conservative,Shinder Purewal,Fleetwood--Port Kells
1426,Liberal,Jenn Turcott,Wild Rose
1427,Liberal,Bryan H. Bell,Yorkton--Melville
1428,People's Party,Eric Hébert,Gaspésie--Les Îles-de-la-Madeleine
1429,NDP-New Democratic Party,Katy Austin,Simcoe--Grey
1430,Liberal,Roy Cullen,Etobicoke North
1431,Conservative,Christophe Royer,Repentigny
1432,NDP-New Democratic Party,Annick Papillon,Québec
1433,Conservative,Kathleen Dixon,Vancouver Quadra
1434,NDP-New Democratic Party,Alexandra B�lec,Ahuntsic
1435,Bloc Qu�b�cois,Mario Laframboise,Argenteuil--Papineau--Mirabel
1436,Liberal,Stan Smith,New Brunswick Southwest
1437,Libertarian,Alexander Johnson,Chilliwack--Hope
1438,Conservative,Pierre Lafontaine,Jeanne-Le Ber
1439,NDP-New Democratic Party,George Barron,West Nova
1440,Rhinoceros,Donovan Eckstrom,Peace River
1441,NDP-New Democratic Party,Paula Maundcote,Shefford
1442,Green Party,Olivier Adam,Laurier--Sainte-Marie
1443,NDP-New Democratic Party,Mario Jacinto Rimbao,Mount Royal
1444,Independent,Jane Philpott,Markham--Stouffville
1445,Green Party,Jaymini Bhikha,Mississauga East--Cooksville
1446,Green Party,Jonathan Lumer,Pierrefonds--Dollard
1447,NDP-New Democratic Party,Lorne Nystrom,Regina--Qu'Appelle
1448,Conservative,David Anderson,Cypress Hills--Grasslands
1449,Green Party,Thom Chapman,Trinity--Spadina
1450,NDP-New Democratic Party,Barrington Walker,Kingston and the Islands
1451,Bloc Québécois,Élise Gauthier,Chicoutimi--Le Fjord
1452,Green Party,Bonnie Jean-Louis,Glengarry--Prescott--Russell
1453,Christian Heritage Party,Heidi Loewen-Steffano,Winnipeg South
1454,NDP-New Democratic Party,Malcolm Allen,Niagara Centre
1455,Green Party,Carolyn Van Nort,Haldimand--Norfolk
1456,Liberal,Bob Rosehart,Kitchener--Conestoga
1457,Christian Heritage Party,Eric Truijen,Winnipeg North
1458,Liberal,Claude Boucher,Lévis--Lotbinière
1459,Green Party,Cynthia Trentelman,Mississauga--Lakeshore
1460,Green Party,Shannon Hawthorne,Medicine Hat--Cardston--Warner
1461,Independent,David Hawkins,South Surrey--White Rock--Cloverdale
1462,Independent,Francis Fortin,Louis-H�bert
1463,Libertarian,Tyler Pierce,Burnaby--New Westminster
1464,Conservative,Rima El-Helou,Vimy
1465,Marxist-Leninist,Michael Hill,Vancouver Centre
1466,NDP-New Democratic Party,Nicolas Dion,Oakville North--Burlington
1467,Liberal,Harris Kirshenbaum,Medicine Hat--Cardston--Warner
1468,NDP-New Democratic Party,German Gutierrez,London North Centre
1469,Conservative,David Morse,Kings--Hants
1470,Conservative,Leslyn Lewis,Scarborough--Rouge Park
1471,Conservative,Michelle Allaire,Bourassa
1472,Liberal,Emmanuel Dubourg,Bourassa
1473,Libertarian,John Clarke,Vancouver Centre
1474,NDP-New Democratic Party,Brian Masse,Windsor West
1475,CHP Canada,Ryan Kidd,Don Valley East
1476,NDP-New Democratic Party,R�jean Genest,Shefford
1477,NDP-New Democratic Party,Ashley Duguay,Brandon--Souris
1478,Green Party,Kevin Farmer,Toronto--St. Paul's
1479,People's Party,Joey Pronovost,Charlesbourg--Haute-Saint-Charles
1480,Green Party,Wayne James,Selkirk--Interlake--Eastman
1481,Conservative,Jagdish Grewal,Mississauga--Malton
1482,Marxist-Leninist,Claude Brunelle,Bourassa
1483,Conservative,Ninder Thind,Brampton West
1484,Liberal,Diane Janzen,Chilliwack--Fraser Canyon
1485,Green Party,Pauline Thornham,Brampton Centre
1486,Christian Heritage Party,Garry Dirk,Calgary Signal Hill
1487,Liberal,Connor Moen,Yorkton--Melville
1488,Radical Marijuana,Paul Coulbeck,Chatham-Kent--Leamington
1489,NDP-New Democratic Party,Mike Melymick,Edmonton--St. Albert
1490,Liberal,Lesley Hughes,Kildonan--St. Paul
1491,NDP-New Democratic Party,Angelique Wood,Central Okanagan--Similkameen--Nicola
1492,Independent,James William Miller-Cousineau,Newton--North Delta
1493,NDP-New Democratic Party,Tony Mowery,Saint John
1494,Conservative,Devinder Shory,Calgary Skyview
1495,Green Party,Adrian Visentin,Vaughan
1496,NDP-New Democratic Party,Francine Raynault,Joliette
1497,NDP-New Democratic Party,Catherine Roy-Goyette,Qu�bec
1498,Independent,Chris Lloyd,Papineau
1499,Communist,Elizabeth Rowley,Scarborough Southwest
1500,Green Party,Margaret Chandler,Calgary Southeast
1501,Liberal,Sean Godfrey,Oshawa
1502,Bloc Qu�b�cois,Marcel Lussier,Brossard--La Prairie
1503,NDP-New Democratic Party,James Ede,Oakville
1504,Conservative,Grace Seear,Burnaby South
1505,Conservative,Steven Blaney,Bellechasse--Les Etchemins--Lévis
1506,Libertarian,Alex Dvornyak,Etobicoke North
1507,Conservative,Catherine Lefebvre,Bourassa
1508,Conservative,Robert Malo,Laval
1509,NDP-New Democratic Party,David-Roger Gagnon,Hochelaga
1510,Conservative,Len Webber,Calgary Confederation
1511,Christian Heritage Party,Frans Vandestroet,Medicine Hat
1512,Green Party,Corina Bastiani,Bécancour--Nicolet--Saurel
1513,Liberal,Suzanne Harvey,Rosemont--La Petite-Patrie
1514,Green Party,Louis Bérubé,Madawaska--Restigouche
1515,Conservative,Chungsen Leung,Richmond Hill
1516,NDP-New Democratic Party,Don Kossick,Blackstrap
1517,Green Party,Roseanne Van Schie,Renfrew--Nipissing--Pembroke
1518,Independent,Larry R. Heather,Calgary Heritage
1519,NDP-New Democratic Party,Brian Pollard,Charlottetown
1520,Liberal,Trevor Bardens,Whitby--Oshawa
1521,Bloc Qu�b�cois,Andr� Bellavance,Richmond--Arthabaska
1522,Green Party,Robert L. Rishchynski,Parkdale--High Park
1523,Green Party,Kara Flannigan,Sault Ste. Marie
1524,Green Party,Tobi-Dawne Smith,Saskatoon--Wanuskewin
1525,Animal Alliance/Environment Voters,Liz White,Etobicoke--Lakeshore
1526,Liberal,Brad Layton,Skeena--Bulkley Valley
1527,Communist,Lisa Gallagher,Brandon--Souris
1528,NDP-New Democratic Party,Jean-Paul Lapointe,Winnipeg South
1529,NDP-New Democratic Party,Margaret Sagar,Cumberland--Colchester--Musquodoboit Valley
1530,Independent,Giang Ha Thu Vo,Ottawa Centre
1531,Conservative,Brad Clark,Hamilton East--Stoney Creek
1532,NDP-New Democratic Party,Marney Jeanne Simmons,Cape Breton--Canso
1533,Liberal,Allan Wise,Winnipeg Centre
1534,Independent,Paul Warnett,New Westminster--Coquitlam
1535,Green Party,Attila Nagy,Macleod
1536,Bloc Québécois,Xavier Barsalou-Duval,Pierre-Boucher--Les Patriotes--Verchères
1537,Liberal,Michelle Hassen,New Westminster--Coquitlam
1538,Green Party,Laura-Leah Shaw,Vancouver Quadra
1539,CHP Canada,Adrian Kooger,Simcoe North
1540,Liberal,Bernard DeLorme,Chambly--Borduas
1541,Green Party,Bryan Hunt,British Columbia Southern Interior
1542,Independent,Echo White,Nanaimo--Ladysmith
1543,NDP-New Democratic Party,Brian Barker,Niagara Falls
1544,Liberal,Annie Talbot,Portneuf--Jacques-Cartier
1545,NDP-New Democratic Party,Nadine Bailey,Edmonton--Mill Woods--Beaumont
1546,Liberal,Karina Gould,Burlington
1547,Liberal,Martine Gaudreault,Charlesbourg--Haute-Saint-Charles
1548,Green Party,Glenda Whiteman,Selkirk--Interlake
1549,Conservative,Bob Benzen,Calgary Heritage
1550,Liberal,Ron Thiering,Sherwood Park--Fort Saskatchewan
1551,Radical Marijuana,Michael James Baldasaro,Hamilton Centre
1552,Liberal,Sherry Romanado,Longueuil--Charles-LeMoyne
1553,People's Party,Jennifer Clarke,Nanaimo--Ladysmith
1554,Christian Heritage Party,Joe Pal,Vancouver Centre
1555,Green Party,Timothy Flemming,Aurora--Oak Ridges--Richmond Hill
1556,Conservative,George Khouri,Pickering--Scarborough East
1557,Conservative,Jilian Saweczko,Parkdale--High Park
1558,PC Party,Al Gullon,Ottawa South
1559,People's Party,Guillaume Côté,Louis-Saint-Laurent
1560,NDP-New Democratic Party,Helen Kormendy,Chilliwack--Fraser Canyon
1561,Green Party,Justin Erdman,St. Paul's
1562,Liberal,Alexandra Mendès,Brossard--Saint-Lambert
1563,Conservative,Peter Van Loan,York--Simcoe
1564,Liberal,Maryam Monsef,Peterborough--Kawartha
1565,NDP-New Democratic Party,Laura Weston,Calgary Midnapore
1566,Conservative,Kyle Seeback,Brampton West
1567,Bloc Québécois,Diane Bourgeois,Drummond
1568,Liberal,Javin Ames-Sinclair,Souris--Moose Mountain
1569,Liberal,Joyce Murray,Vancouver Quadra
1570,PC Party,Brian Marlatt,Nanaimo--Ladysmith
1571,Communist,Stuart Ryan,Ottawa Centre
1572,Green Party,Tristan Desjardins Drouin,Alfred-Pellan
1573,Green Party,Adnan Shahbaz,Oakville North--Burlington
1574,Parti Rhinocéros Party,Sean Carson,Toronto Centre
1575,Conservative,Bal Gosal,Brampton West
1576,Marxist-Leninist,Dorothy-Jean O'Donnell,Chilliwack--Hope
1577,People's Party,Mirko Pejic,Whitby
1578,Liberal,Marcel Proulx,Hull--Aylmer
1579,Liberal,Tiffany Rose,Red Deer--Lacombe
1580,National Citizens Alliance,Stephen J Garvey,Cumberland--Colchester
1581,People's Party,John Kellen,Toronto--St. Paul's
1582,Liberal,Nancy Coldham,Thornhill
1583,NDP-New Democratic Party,Armand Cormier,Saint John--Rothesay
1584,Green Party,Pierre Carrier,Beloeil--Chambly
1585,Bloc Qu�b�cois,Dino Lemay,Hull--Aylmer
1586,Liberal,John R. Hamilton,Central Nova
1587,NDP-New Democratic Party,Anwar Naqvi,Halton
1588,Green Party,Natalie Hunt,Don Valley West
1589,Liberal,Brian Fillmore,Nanaimo--Cowichan
1590,People's Party,Gord Squire,Calgary Signal Hill
1591,NDP-New Democratic Party,Rachelle Devine,Kildonan--St. Paul
1592,Bloc Québécois,Nadia Bourque,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs
1593,Christian Heritage Party,Jane MacDiarmid,Selkirk--Interlake
1594,NDP-New Democratic Party,Dominique Vaillancourt,Abitibi--Baie-James--Nunavik--Eeyou
1595,Green Party,Tanya Herbert,Edmonton Mill Woods
1596,Bloc Qu�b�cois,Serge M�nard,Marc-Aur�le-Fortin
1597,Green Party,Dan Grice,Vancouver Quadra
1598,Liberal,Louis Browne,Regina--Lewvan
1599,Conservative,Yvonne Robertson,Don Valley West
1600,Liberal,Brian Aalto,Calgary Midnapore
1601,Green Party,Mario Laprise,Beauport--Limoilou
1602,NDP-New Democratic Party,Yvon Guay,Roberval--Lac-Saint-Jean
1603,NDP-New Democratic Party,Gary Dale,Pickering--Scarborough East
1604,People's Party,Bobby Pellerin,Rosemont--La Petite-Patrie
1605,People's Party,Alyson Culbert,Victoria
1606,Liberal,Shaun Burt,Hamilton Mountain
1607,Liberal,Mavis Erickson,Prince George--Peace River--Northern Rockies
1608,People's Party,Alexander Murphy,Peterborough--Kawartha
1609,PC Party,Norman Dundas,Etobicoke Centre
1610,NDP-New Democratic Party,Bert Markgraf,Vaudreuil-Soulanges
1611,NDP-New Democratic Party,Edith Loring-Kuhanga,Saanich--Gulf Islands
1612,People's Party,Anthony Internicola,Scarborough--Agincourt
1613,Liberal,Lynn Myers,Kitchener--Conestoga
1614,VCP,Jeffrey Gallagher,Brantford--Brant
1615,Green Party,Vince Fiorito,Burlington
1616,Green Party,Marianne Girard,Montcalm
1617,People's Party,Roger Saint-Fleur,Orléans
1618,People's Party,Rudy Neumayer,Fundy Royal
1619,Liberal,M.J. Willard,Portage--Lisgar
1620,Green Party,Marty Lancaster,Barrie--Springwater--Oro-Medonte
1621,Conservative,Ryan Lester,Toronto Centre
1622,Conservative,Patrick Clune,Longueuil--Saint-Hubert
1623,Liberal,Gabriel Arsenault,Chambly--Borduas
1624,VCP,Robert Miles,Long Range Mountains
1625,Conservative,Johanna Sarfati,Rosemont--La Petite-Patrie
1626,Conservative,Daniel Nadeau,Montmagny--L'Islet--Kamouraska--Rivi�re-du-Loup
1627,Independent,Kenzie MacNeil,Sydney--Victoria
1628,Green Party,David Blair,South Surrey--White Rock--Cloverdale
1629,Conservative,Christian Paradis,M�gantic--L'�rable
1630,Liberal,Cory Ollikka,Westlock--St. Paul
1631,Liberal,William Amos,Pontiac
1632,Liberal,Terry Beech,Burnaby North--Seymour
1633,ML,Margaret Villamizar,Windsor West
1634,Independent,Soulèye Ndiaye,Dorval--Lachine--LaSalle
1635,CAP,Maggie Braun,Skeena--Bulkley Valley
1636,Independent,Antoine Kaluzny,LaSalle--�mard
1637,Green Party,Caroline Brown,Don Valley North
1638,Conservative,Keith Fountain,Ottawa Centre
1639,Conservative,Lorne Mayencourt,Vancouver Centre
1640,Liberal,Alexandra Mend�s,Brossard--La Prairie
1641,NDP-New Democratic Party,Jim Maloway,Elmwood--Transcona
1642,Conservative,James Low,Vancouver East
1643,Liberal,Gregory Nyholt,Battlefords--Lloydminster
1644,Liberal,Bill Prout,Dufferin--Caledon
1645,CHP Canada,Jerome Dondo,Portage--Lisgar
1646,Conservative,Eugene McDermott,Don Valley East
1647,Green Party,David Wright,Nanaimo--Alberni
1648,Independent,Wei Ping Chen,Richmond
1649,People's Party,Brian Everaert,Sarnia--Lambton
1650,NDP-New Democratic Party,Melody Lepine,Fort McMurray--Cold Lake
1651,Conservative,Gord Brown,Leeds--Grenville
1652,NDP-New Democratic Party,Rochelle Carnegie,Willowdale
1653,NDP-New Democratic Party,Mark MacNeill,Cape Breton--Canso
1654,NDP-New Democratic Party,Steve Armstrong,Leeds--Grenville
1655,Conservative,Terry Martin,St. John's South--Mount Pearl
1656,People's Party,Frank Godon,Dauphin--Swan River--Neepawa
1657,Green Party,Stephen Kotze,Lanark--Frontenac--Kingston
1658,Conservative,Carmine Pontillo,Notre-Dame-de-Gr�ce--Lachine
1659,Liberal,John McCallum,Markham--Thornhill
1660,Bloc Québécois,Anne-Marie Lavoie,Bourassa
1661,CFF - Canada's Fourth Front,Farhan Alvi,Scarborough--Guildwood
1662,Independent,Philip Ney,Esquimalt--Saanich--Sooke
1663,Marxist-Leninist,Yves Le Seigle,LaSalle--�mard
1664,NDP-New Democratic Party,Salman Tariq,Mississauga--Erin Mills
1665,Green Party,John R.A. Moulton,Bramalea--Gore--Malton
1666,NDP-New Democratic Party,Gord Perks,Davenport
1667,Parti Rhinocéros Party,Rhino Jacques Bélanger,LaSalle--Émard--Verdun
1668,Green Party,Remo Boscarino-Gaetano,Mississauga--Erin Mills
1669,Canadian Action,Peter Maloney,Newmarket--Aurora
1670,Conservative,Andrea Paine,Lac-Saint-Louis
1671,People's Party,Hazar Alsabagh,Mississauga--Erin Mills
1672,Conservative,Tim Laidler,Port Moody--Coquitlam
1673,Green Party,Randall Sach,Beaches--East York
1674,NDP-New Democratic Party,Carleen Thomas,North Vancouver
1675,Green Party,Melissa Miscione,Saint-Léonard--Saint-Michel
1676,Liberal,Karen Leibovici,Edmonton West
1677,Conservative,Joe Li,Markham--Unionville
1678,Conservative,Larry Miller,Bruce--Grey--Owen Sound
1679,Conservative,Ann Francis,Lac-Saint-Louis
1680,Green Party,Andrew Roblin,Mississauga--Erin Mills
1681,People's Party,Ryan Schultz,Yorkton--Melville
1682,NDP-New Democratic Party,Lynn Beaulieu,Gaspésie--Les Îles-de-la-Madeleine
1683,Green Party,Mike Sawyer,Skeena--Bulkley Valley
1684,Communist,Pierre Fontaine,Laurier--Sainte-Marie
1685,Green Party,Ga�tan B�rard,Honor�-Mercier
1686,Green Party,Joey Meth�,Sudbury
1687,Green Party,Laura Reinsborough,Beauséjour
1688,People's Party,Colin Korol,Calgary Confederation
1689,Conservative,Jean-Pierre Ouellet,Madawaska--Restigouche
1690,Liberal,Cathy Scofield-Singh,Dauphin--Swan River--Neepawa
1691,NDP-New Democratic Party,Bill Forst,West Vancouver--Sunshine Coast--Sea to Sky Country
1692,Conservative,Ted Menzies,Macleod
1693,Green Party,Francine Bri�re,Shefford
1694,Green Party,Richard Pietro,Mississauga--Erindale
1695,Green Party,Casandra Poitras,Longueuil--Saint-Hubert
1696,Conservative,Barry Devolin,Haliburton--Kawartha Lakes--Brock
1697,Forces et Démocratie - Allier les forces de nos régions,Louis Clément Sénat,Terrebonne
1698,NDP-New Democratic Party,Sandra Romano Anthony,York West
1699,Liberal,Rodger Cuzner,Cape Breton--Canso
1700,Green Party,John Redins,Ottawa South
1701,Liberal,Ronald St-Onge Lynch,Saint-Maurice--Champlain
1702,Libertarian,Chester Brown,Trinity--Spadina
1703,NDP-New Democratic Party,Alison Thompson,Foothills
1704,NDP-New Democratic Party,Vesna Vesic,Saint-Bruno--Saint-Hubert
1705,Liberal,Paul Bichler,Sault Ste. Marie
1706,No Affiliation,Scott Andrews,Avalon
1707,Conservative,Bert Laranjo,Hamilton West--Ancaster--Dundas
1708,Green Party,Wyatt Tessari,M�gantic--L'�rable
1709,Conservative,Pierre Poilievre,Nepean--Carleton
1710,CHP Canada,Irma N DeVries,Perth--Wellington
1711,Green Party,Pierre Tremblay,Saint-Jean
1712,Liberal,Patrice Mangin,Trois-Rivi�res
1713,Bloc Québécois,Simon Marchand,Hochelaga
1714,Christian Heritage Party,Peter Vander Zaag,Simcoe--Grey
1715,Bloc Qu�b�cois,Claude DeBellefeuille,Beauharnois--Salaberry
1716,Independent,Robert Skaf,Thunder Bay--Superior North
1717,Liberal,Marc Godbout,Ottawa--Orl�ans
1718,Liberal,Emmanuella Lambropoulos,Saint-Laurent
1719,Conservative,Daniel Lebel,Terrebonne--Blainville
1720,NDP-New Democratic Party,Levy Abad,Winnipeg North
1721,Conservative,Naval Bajaj,Brampton East
1722,Christian Heritage Party,Stephanie Hein,Winnipeg Centre
1723,Liberal,Keith Vickers,Miramichi
1724,Libertarian,Maryna Goncharenko,Edmonton Griesbach
1725,CAP,Craig Leonard Batley,Prince Albert
1726,Green Party,Andrew MacGregor,Peterborough--Kawartha
1727,NDP-New Democratic Party,Lysane Blanchette-Lamothe,Pierrefonds--Dollard
1728,Conservative,Johanne Th�or�t,Marc-Aur�le-Fortin
1729,NDP-New Democratic Party,Eric Leavitt,Calgary Southeast
1730,Conservative,Don Rae,Pierrefonds--Dollard
1731,NDP-New Democratic Party,Jerome Rodrigues,Saint-Laurent--Cartierville
1732,Green Party,Arthur Green,Chilliwack--Hope
1733,NDP-New Democratic Party,Mark Cherrington,Edmonton Griesbach
1734,Conservative,Bal Gosal,Bramalea--Gore--Malton
1735,Conservative,Dona Cadman,Surrey North
1736,Libertarian,Kaye Sargent,Oxford
1737,People's Party,Gary Charles,Lac-Saint-Louis
1738,Conservative,Agop Evereklian,Pierrefonds--Dollard
1739,NDP-New Democratic Party,Yurgo Alexopoulos,Vaughan
1740,Bloc Québécois,Doni Berberi,Beauport--Limoilou
1741,VCP,Gordon Francey,Yellowhead
1742,NDP-New Democratic Party,Gurmit Bhachu,Calgary Midnapore
1743,Conservative,Maikel Mikhael,Rivière-des-Mille-Îles
1744,NDP-New Democratic Party,Margot Sangster,Langley--Aldergrove
1745,NDP-New Democratic Party,Megan Leslie,Halifax
1746,Marxist-Leninist,Benoit Legros,Pontiac
1747,Green Party,Heather MacIntosh,Calgary Centre-North
1748,People's Party,Dave Delisle,Algoma--Manitoulin--Kapuskasing
1749,Green Party,Keith Jarrett,Humber River--Black Creek
1750,NDP-New Democratic Party,Daren Van Den Bussche,Portage--Lisgar
1751,Libertarian,Ethan Buchman,Eglinton--Lawrence
1752,Green Party,Jo-Ann Roberts,Halifax
1753,NDP-New Democratic Party,Margaret Andrade,Leeds-Grenville-Thousand Islands and Rideau Lakes
1754,Green Party,Mark de Bruijn,North Island--Powell River
1755,Green Party,Raquel Fronte,Vaughan--Woodbridge
1756,People's Party,Mike Poulin,Fleetwood--Port Kells
1757,Liberal,Bernard Patry,Pierrefonds--Dollard
1758,NDP-New Democratic Party,Jack Iyerak Anawak,Nunavut
1759,Bloc Québécois,Claudia Valdivia,Châteauguay--Lacolle
1760,Liberal,Bob McTavish,Perth--Wellington
1761,Green Party,Blair Wilson,West Vancouver--Sunshine Coast--Sea to Sky Country
1762,Independent,Henryk Adamiec,Hamilton Mountain
1763,Pour l'Indépendance du Québec,Luc Bertrand,Salaberry--Suroît
1764,Christian Heritage Party,Marie-Chantal Leriche,Ottawa Centre
1765,Conservative,Louis Robichaud,Acadie--Bathurst
1766,Green Party,Kris MacLellan,South Shore--St. Margaret's
1767,Green Party,Robert Johnston,Wetaskiwin
1768,Conservative,Sanjay Bhatia,Davenport
1769,Bloc Québécois,Chantal St-Onge,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs
1770,Green Party,Amara Diallo,Outremont
1771,Conservative,Leona Aglukkaq,Nunavut
1772,Conservative,Glenn Hoa,Brossard--Saint-Lambert
1773,Conservative,Jennifer Clarke,Vancouver Centre
1774,NDP-New Democratic Party,Helen Yum,Wascana
1775,Green Party,Nora Fueten,Brant
1776,Green Party,Carol Dyck,London North Centre
1777,Conservative,Stephen Hill,British Columbia Southern Interior
1778,Green Party,David William Hart Dyke,Hamilton East--Stoney Creek
1779,Independent,Darryl Gray,Jeanne-Le Ber
1780,Liberal,Josephine Tsang,Calgary Nose Hill
1781,NDP-New Democratic Party,Sylvie Jetté,Brome--Missisquoi
